index,timestamp,links,rechts,code,,opmerkingen,,case,first letter name,gender,age,experience
27,0:09:34,Dat is dan meer inderdaad diepere vragen stellen over hoe mensen denken.,,,,,,Domain theory,T.,Female,21,None
28,0:09:38,,Ja dieper dan wat is je favoriete kleur.,,,,,Domain theory,R.,Female,23,None
29,0:09:46,,"En laten zien dat ze overeenkomsten hebben bijvoorbeeld dat het gepeste kind ook gescheiden ouders heeft net als de pester. Van oh, dat heb ik ook.",,,,,Domain theory,R.,Female,23,None
30,0:10:00,"En ook misschien ook laten zien dat iedereen hetzelfde is allemaal mensen, niet dat één beter is dan een ander.",,,,,,Domain theory,T.,Female,21,None
31,0:10:10,"Dus dat is misschien dan die overeenkomst iets los, of ja menselijkheid. Zo van dat je allemaal hetzelfde bent of tenminste niet hetzelfde maar ook gevoelens hebt allemaal.",,,,,,Domain theory,T.,Female,21,None
32,0:10:31,,"Ja een beetje die muur afbreken die iedereen voor zich opzet, van ik ben altijd vrolijk en er is niets aan de hand.",,,,,Domain theory,R.,Female,23,None
33,0:10:42,,Het is wel een lastig probleem. Heel interessant wel.,,,,,Domain theory,R.,Female,23,None
34,0:10:52,,"Zou wel heel graag papers willen opzoeken, en interviews willen doen. Maar dat kan niet.",,,,,Domain theory,R.,Female,23,None
35,0:10:58,"Inderdaad interviews met leerlingen zelf, maar dan hoe kom je er dan achter want interviews zijn nog steeds best oppervlakkig.",,,,,,Domain theory,T.,Female,21,None
36,0:11:04,"Je moet echt kijken naar gedrag, observeren en misschien…",,,,,,Domain theory,T.,Female,21,None
37,0:11:10,,Of met psychologen praten.,,,,,Domain theory,R.,Female,23,None
38,0:11:17,Maar inderdaad dat overeenkomsten laten zien is wel  interessant,,,,,,Domain theory,T.,Female,21,None
39,0:11:21,,"Denk dat dat wel een hele belangrijke is, ja van hé die persoon is eigenlijk net zoals ik. Waarom pest ik hem/haar/het.",,,,,Domain theory,R.,Female,23,None
40,0:11:33,"Misschien is het natuurlijk ook gewoon, ze weten ook heel veel dingen niet. Ze weten bijvoorbeeld niet als je nooit je ouders altijd bij elkaar zijn geweest en gewoon een normaal gezin, terwijl een ander bijvoorbeeld een gezin waarin die ouders gescheiden zijn of misschien twee vaders of iets anders.",,,,,,Domain theory,T.,Female,21,None
41,0:11:53,,"Je weet niet hoe het is, je weet niet dat het uberhaupt bestaat vaak.",,,,,Domain theory,R.,Female,23,None
42,0:12:00,,"Ik weet nog dat op de basisschool één van mijn beste vriendinnetjes die heeft een keer gezegd tegen mij toen zat ik in groep zes of zeven ofzo, dat ze werd geslagen door d'r vader en dat elke keer wanneer hij ook maar zijn arm omhoog deed dat ze dit deed.  En toen dacht ik oh wat erg, door met spelen, weet je wel. NIet aan gedacht dat ik daar iets aan kon doen.",,,,,Domain theory,R.,Female,23,None
43,0:12:22,,Dat ik het tegen mijn ouders kon zeggen of wat dan ook. Dat kwam niet in mij op.,,,,,Domain theory,R.,Female,23,None
44,0:12:24,,Ik vond het heel vervelend voor haar maar ik dacht ja dat zijn ouders daar kun je niets aan doen.,,,,,Domain theory,R.,Female,23,None
45,0:12:29,,Ik denk dat heel veel kinderen daar een beetje in zitten van ja daar kan ik niets aan veranderen dat is gewoon zo. Want alles wordt voor je beslist.,,,,,Domain theory,R.,Female,23,None
46,0:12:52,,Hoe verhoog je empathie? Daar heb ik net nog over gelezen.,,,,,Domain theory,R.,Female,23,None
47,0:12:58,"Ik zou het denk in de schoenen stappen van die ander, dat echt zelf meemaken.",,,,,,Domain theory,T.,Female,21,None
48,0:13:05,Maar dan niet alleen het lezen of iets maar het echt in die situatie meemaken. Meer de ervaring.,,,,,,Domain theory,T.,Female,21,None
49,0:13:17,Of een ervaring delen kan ook wel een band creeëren tussen mensen.,,,,,,Domain theory,T.,Female,21,None
50,0:13:25,"Wanneer je samen iets doormaakt dan heb je al veel sterker een band met iemand, een soort emotionele band.",,,,,,Domain theory,T.,Female,21,None
51,0:13:36,,"Misschien als je ze een verhaal laat lezen, wat best wel heftig en intens is, maar dan met naam Jantje, en dat ze daar dan over gaan praten over wat vinden jullie dan van deze situatie en dan uiteindelijk blijkt dat  dit is niet Jantje maar dit is Henkie en dan denkt iedereen zo van wow dat die dat meemaakt.",,,,,Domain theory,R.,Female,23,None
52,0:13:54,,"Want vaak als je het meteen aan een persoon die gepest wordt koppelt dan zit je bij voorbaat misschien al van, ja maar ik mag die persoon niet dus haha weet je wel.",,,,,Domain theory,R.,Female,23,None
53,0:14:09,,"Misschien als je eerst los kijkt naar de situatie waarin dat kind zich bevindt en dan pas zegt van ja maar dat maakt dit kind mee, misschien zou dat iets doen.",,,,,Domain theory,R.,Female,23,None
54,0:14:21,"Het is altijd toch weer benieuwd ben of zeg maar , kinderen willen altijd een beetje stoer zijn zeg maar. Want je hebt vaak toch van die kinderen die vaak de leider zijn die een beetje stoer willen overkomen om niet zichzelf te laten zien. Zou wel willen zien hoe die zouden reageren op zo'n verhaal.",,,,,,Domain theory,T.,Female,21,None
55,0:14:45,,"Ja en dan losstaand van het gepeste kind, want het gepeste kind is bij voorbaat al van ja haha dat is grappig. Want ze pesten vaak zo van 'jij het gescheiden ouders', weet je wel dat soort dingen.",,,,,Domain theory,R.,Female,23,None
56,0:14:57,,"Terwijl als je het misschien loskoppelt van elkaar dat ze dan beseffen, hé dit is echt een erge situatie waar dat andere kind zich in bevindt.",,,,,Domain theory,R.,Female,23,None
57,0:15:05,"Weet niet of dat zo zou werken, maar misschien.",,,,,,Domain theory,T.,Female,21,None
58,0:15:09,,"Misschien wel bij mijzelf als kind, want heel vaak als een kind eenmaal een slechte reputatie heeft, dan heb je er veel minder snel medeleven mee. Denk ik.",,,,,Domain theory,R.,Female,23,None
59,0:15:21,Ook omdat iedereen het doet natuurlijk. Het is echt dat volggedrag,,,,,,Domain theory,T.,Female,21,None
60,0:15:26,,Ja enorm volggedrag,,,,,Domain theory,R.,Female,23,None
61,0:15:29,,En je moet natuurlijk ook een hele veilige omgeving creeëren waarin de volgers zich durven te uiten. Want die volgers die zien het vaak wel maar die doen er niets aan omdat ze bang zijn dat zij anders gepest worden.,,,,,Domain theory,R.,Female,23,None
62,0:15:46,,Die onveiligheid moet je ook op de een of andere manier wegnemen.,,,,,Domain theory,R.,Female,23,None
63,0:15:52,Ja ook een beetje die onzekerheid,,,,,,Domain theory,T.,Female,21,None
64,0:15:55,,Heb eigenlijk geen idee hoe lang we bezig zijn.,,,,,Domain theory,R.,Female,23,None
65,0:15:58,Oh ja misschien moeten we haast maken.,,,,,,Domain theory,T.,Female,21,None
66,0:16:11,Misschien moeten we even wat dingen kiezen waar we denken dat we echt een verschil kunnen maken.,,,,,,Domain theory,T.,Female,21,None
67,0:16:17,,"Ik denk sowieso bij overeenkomsten, en veilige omgeving creeëren om voor anderen te durven opkomen. Wat denk jij?",,,,,Domain theory,R.,Female,23,None
68,0:16:30,Ik denk ervaringen delen,,,,,,Domain theory,T.,Female,21,None
69,0:16:34,We zouden nog even per doelgroep een soort kleine mindmap kunnen maken dat we een beetje zien met wie we allemaal te maken hebben en wat er in hun gedachtegang omgaat en hoe je dat zou kunnen veranderen.,,,,,,Domain theory,T.,Female,21,None
70,0:16:48,,Ja dat vind ik wel een goeie!,,,,,Domain theory,R.,Female,23,None
71,0:16:50,Dan hebben we de dader…,,,,,,Domain theory,T.,Female,21,None
72,0:16:59,,Ja stoer doen. Alpha.,,,,,Domain theory,R.,Female,23,None
73,0:17:06,"Verbergen ook,",,,,,,Domain theory,T.,Female,21,None
74,0:17:12,,En vaak een hele hele hoge muur,,,,,Domain theory,R.,Female,23,None
75,0:17:17,,Volgens mij is het vaak ook zo dat die pesters zelf echte issues hebben. Thuis ook. Dat ze zich daarom afreageren op school.,,,,,Domain theory,R.,Female,23,None
76,0:17:28,"Of zelf gepest, dat ze vroeger op de middelbare school gepest zijn. Of volgens mij dat mensen die gepest zijn op de basisschool dat zien als normaal omdat zij ook zo behandeld zijn.",,,,,,Domain theory,T.,Female,21,None
77,0:17:43,,"Ja ik weet ook nog wel een jongen op mijn middelbare school die werd altijd, nou heel erg pesten zou ik het niet willen noemen, maar werd zeker wel zeer geplaagd en toen dat was afgelopen toen ie eenmaal wat meer zelfverzekerdheid begon te krijgen ging hij opeens lullige opmerkingen maken naar mij. Toen had ik wel echt van ho eens even jij gaat mij niet pesten.",,,,,Domain theory,R.,Female,23,None
78,0:18:05,Dus misschien hebben deze juist nog niet echt zelfverzekerheid of juist wel gekregen.,,,,,,Domain theory,T.,Female,21,None
79,0:18:12,,"Of van die kinderen die thuis heel erg belemmerd worden en niets mogen en dan op school juist helemaal los gaan, dat zie je ook vaak.",,,,,Domain theory,R.,Female,23,None
80,0:18:23,"Ja dat inderdaad. Dus die hebben inderdaad ook zelf issues, dus dat is inderdaad wel een goeie.",,,,,,Domain theory,T.,Female,21,None
81,0:18:36,"Iedereen heeft wel een issue, de een wat groter dan de ander.",,,,,,Domain theory,T.,Female,21,None
82,0:18:39,,Ieder huisje heeft zijn kruisje.,,,,,Domain theory,R.,Female,23,None
83,0:18:40,Ja precies,,,,,,Domain theory,T.,Female,21,None
84,0:18:41,,Nou ik denk ook dat het voor de gepeste persoon uiteindelijk ook kan helpen te merken dat de pester zelf ook problemen heeft in het vergevingsproces.,,,,,Domain theory,R.,Female,23,None
85,0:18:55,,Anders krijg je straks dat het weer andersom wordt dat de gepeste de pester weer gaat pesten.,,,,,Domain theory,R.,Female,23,None
86,0:19:01,,Het moet echt een mutual understanding zijn denk ik.,,,,,Domain theory,R.,Female,23,None
87,0:19:05,Je wil niet dat er revenge komt.,,,,,,Domain theory,T.,Female,21,None
88,0:19:13,"Oke even kijken, volgende groep anders?",,,,,,Domain theory,T.,Female,21,None
89,0:19:21,,"Slachtoffer, de gepeste",,,,,Domain theory,R.,Female,23,None
90,0:19:27,,Makkelijk doelwit. Vaak verlegen.,,,,,Domain theory,R.,Female,23,None
91,0:19:35,Dat heeft er vaak ook mee te maken.,,,,,,Domain theory,T.,Female,21,None
92,0:19:39,,"Vaak iets opvallends, mag dan uiterlijk zijn of iets in het persoonlijke leven dat mensen weten. Gewoon iets wat andere kinderen misschien niet hebben waar ze heel erg om herkend kunnen worden. 'Haha jij hebt rood haar, haha jij hebt twee vaders'.",,,,,Domain theory,R.,Female,23,None
93,0:19:59,,Iets bijzonders eigenlijk. 'Je naam rijmt op plas haha'.,,,,,Domain theory,R.,Female,23,None
94,0:20:03,Dat soort dingen ook wel gewoon.,,,,,,Domain theory,T.,Female,21,None
95,0:20:06,,Dat soort dan al heel erg. Tegenwoordig denk je boeien.,,,,,Domain theory,R.,Female,23,None
96,0:20:12,"Ja precies, dan vindt je het nog wel erg maar inderdaad vaak ook mensen die al dik zijn dat ze daar op gaan pesten. Omdat het dan gezien wordt vanuit historisch gezien dat de zwakkeren het niet overleven.",,,,,,Domain theory,T.,Female,21,None
97,0:20:26,,Dat denk ik ook ja. Ik denk ook dat het natuurlijk is om de alpha uit te spelen en de rest maar weg te schoppen.,,,,,Domain theory,R.,Female,23,None
98,0:20:36,Ik denk dat het ook in stammen gebeurde dat de zwakken en zieken niet mee konden komen dat die dan ook benadeeld of gepest werden,,,,,,Domain theory,T.,Female,21,None
99,0:20:42,,"Inderdaad zo'n documentaire gezien over van die apen in Japan geloof ik, en die hebben echt precies zo'n systeem. De zwakkeren worden gewoon weggepest, krijgen als laatste voedsel, mogen niet in de hete bron zitten.",,,,,Domain theory,R.,Female,23,None
100,0:20:58,"Misschien dus wel gewoon overlevingsinstinct dat daar dan, bij de dader meespeelt.",,,,,,Domain theory,T.,Female,21,None
101,0:21:10,,Ja vechten of vluchten misschien? Het slachtoffer is iemand die eerder vlucht en de pester iemand die vecht.,,,,,Domain theory,R.,Female,23,None
102,0:21:42,,"Ik denk ook dat het een vicieuze cirkel is want voor het slachtoffer, want in het begin zal het helemaal niet zo super verlegen kind zijn maar gewoon een beetje normaal, maar zodra de eerste schooldag al een beetje wordt gepest dan wordt die steeds meer verlegen.",,,,,Domain theory,R.,Female,23,None
103,0:22:04,,Vaak is het zo'n vicieuze cirkel.,,,,,Domain theory,R.,Female,23,None
104,0:22:06,Het versterkt elkaar.,,,,,,Domain theory,T.,Female,21,None
105,0:22:07,,Je moet die cirkel doorbreken,,,,,Domain theory,R.,Female,23,None
106,0:22:11,,Dat is ons doel haha,,,,,Domain theory,R.,Female,23,None
107,0:22:16,Volgende? De helpers.,,,,,,Domain theory,T.,Female,21,None
108,0:22:28,Ik denk dat daar angst meespeelt.,,,,,,Domain theory,T.,Female,21,None
109,0:22:32,,"Ja heel veel onzekerheid in, maar in elke laag zit dat. Het is heel erg onzeker.",,,,,Domain theory,R.,Female,23,None
110,0:22:36,"Maar je bent ook nog jong, je weet helemaal niet…",,,,,,Domain theory,T.,Female,21,None
111,0:22:37,,Je weet ook nog niet wie je zelf bent,,,,,Domain theory,R.,Female,23,None
112,0:22:38,… dat ook.,,,,,,Domain theory,T.,Female,21,None
113,0:22:40,,"Je bent aan het experimenteren, je weet uberhaupt niet wat je bij mensen kan doen. Je hersenen zijn nog niet goed genoeg ontwikkeld om goed empathie te voelen.",,,,,Domain theory,R.,Female,23,None
114,0:22:46,Ja dat schijnt.,,,,,,Domain theory,T.,Female,21,None
115,0:22:51,Je zou misschien hier ook nog geen eigen duidelijk identiteit [bij kunnen zetten].,,,,,,Domain theory,T.,Female,21,None
116,0:22:58,,"Ja het is inderdaad ook gewoon leren wat kan en wat niet kan. Als je niet de resultaten ziet van wat niet kan,alsof er niets aan de hand is totdat een kind zeg maar iets ergs doet als zelfmoord plegen, dan is het opeens hmm misschien ging ik te ver.",,,,,Domain theory,R.,Female,23,None
117,0:23:16,,Ik denk dat als je eerst eerder met die resultaten face-to-face komt te staan…,,,,,Domain theory,R.,Female,23,None
118,0:23:42,Ik denk dat ze gewoon heel erg goed willen worde n gezien.,,,,,,Domain theory,T.,Female,21,None
119,0:23:47,,Ja zelf alfa willen worden.,,,,,Domain theory,R.,Female,23,None
120,0:23:48,Oh ja dat is ook,,,,,,Domain theory,T.,Female,21,None
121,0:24:02,Het is ook wel een beetje zelfbescherming,,,,,,Domain theory,T.,Female,21,None
122,0:24:11,,"En misschien ook gewoon de spanning, gewoon cool voelen, je hoort bij de leider. Gewoon kijken hoe ver het kan gaan.",,,,,Domain theory,R.,Female,23,None
123,0:24:29,Erg dat ik meteen weer moet denken aan achtste groepers huilen niet.,,,,,,Domain theory,T.,Female,21,None
124,0:24:40,,"Is er eigenlijk op mijn eigen basisschool echt gepest? Middelbare school niet echt, misschien een beetje. Maar op mijn basisschool was echt niet goed. Allemaal duiveltjes.",,,,,Domain theory,R.,Female,23,None
125,0:24:56,Ja hoe zou je dat kunnen veranderen?,,,,,,Domain theory,T.,Female,21,None
126,0:25:00,,"Ja en ik heb er zelf ook aan meegedaan, dat vind ik nog het ergste ook. Tenminste ik ben zelf nooit de opperpester geweest, ik was meestal denk ik in de categorie buitenstaanders/zwijgende meerderheid viel en een paar keer bij de helper. Maar daar kreeg ik vrij snel spijt van. Ik ben ook gepest geweest.",,,,,Domain theory,R.,Female,23,None
127,0:25:22,,"De rollen gingen een beetje circuleren bij mij in de klas. Ik denk dat iedereen in de klas gepest is geweest. En iedereen een keer de pester is geweest, op twee na ofzo. Echt bizar, ik had een hele rare klas.",,,,,Domain theory,R.,Female,23,None
128,0:25:34,,"In groep 8 was het leuk, daarvoor was het wat minder.",,,,,Domain theory,R.,Female,23,None
129,0:25:39,"Toen was iedereen misschien een beetje gewend aan elkaar, dan ken je elkaar ook beter.",,,,,,Domain theory,T.,Female,21,None
130,0:25:41,,Ja we hadden hele strikte groepjes bij mij op de basisschool. En ik vond dat helemaal niets ik had echt een hekel aan die groepjes. Ik heb dat toen op een gegeven moment doorbroken en toen werd ik gepest zeg maar. Want oh ik ging naar de andere groep. En toen dat eenmaal voorbij was ging iedereen wel anders met elkaar om.,,,,,Domain theory,R.,Female,23,None
131,0:25:58,Misschien is het dus ook beetje vanuit die angst voor het nieuwe ofzo. Voor iets wat ze nog niet kennen.,,,,,,Domain theory,T.,Female,21,None
132,0:26:15,En die buitenstaander?,,,,,,Domain theory,T.,Female,21,None
133,0:26:20,,Ja die zijn bang om gepest te worden.,,,,,Domain theory,R.,Female,23,None
134,0:26:29,"Ja eigenlijk is dat allemaal hetzelfde, want iedereen is bang om gepest te worden.",,,,,,Domain theory,T.,Female,21,None
135,0:26:34,,En misschien zijn er een paar die stiekem geïntrigeerd zijn.,,,,,Domain theory,R.,Female,23,None
136,0:26:38,Geïntrigeerd door wat dan?,,,,,,Domain theory,T.,Female,21,None
137,0:26:40,,"Door de situatie, hoe ver je kan gaan, denk je niet? Kinderen zijn heel nieuwsgierig en willen dingen leren over het algemeen, dan wel bewust dan wel onbewust. Misschien zijn een aantal ook wel geïntrigeerd.",,,,,Domain theory,R.,Female,23,None
138,0:26:49,,Net zoals al die mensen die gaan stoppen langs de snelweg als er een ongeluk is gebeurd.,,,,,Domain theory,R.,Female,23,None
139,0:26:55,Ja dat slaat ook nergens op eigenlijk. Maar er zijn genoeg mensen die dat doen…,,,,,,Domain theory,T.,Female,21,None
140,0:27:00,,Ja beetje ramptoerist,,,,,Domain theory,R.,Female,23,None
141,0:27:07,Ja nieuwsgierig,,,,,,Domain theory,T.,Female,21,None
142,0:27:22,Dan nog even snel die laatste twee en dan kijken waar we de connectie kunnen vinden die we zouden kunnen aanpakken.,,,,,,Domain theory,T.,Female,21,None
143,0:27:29,,De verdedigers daar heb ik wel respect voor,,,,,Domain theory,R.,Female,23,None
144,0:27:36,"Die hebben eigenlijk al wel al een beetje die empathie, die kunnen buiten hun eigen belangen kijken.",,,,,,Domain theory,T.,Female,21,None
145,0:27:41,,Ja ik denk dat die wat eerder mentaal volwassen zijn op bepaalde vlakken. Dat ze dat inzien.,,,,,Domain theory,R.,Female,23,None
146,0:27:55,,Dan moet je ook zelfverzekerdheid voor hebben.,,,,,Domain theory,R.,Female,23,None
147,0:28:03,,"Ik was daar echt veel te verlegen voor op de basisschool, op de middelbare school niet meer, maar op de basisschool wel echt.",,,,,Domain theory,R.,Female,23,None
148,0:28:07,"Ik had dat andersom haha. Bij de basisschool werd op een gegeven moment mijn zus gepest en toen was ik echt vijf ofzo en toen ben ik naar die meisjes toegegaan: ""als je dat nog een keer doet, dan krijg je een klap""",,,,,,Domain theory,T.,Female,21,None
149,0:28:18,,Aah wat schattig haha,,,,,Domain theory,R.,Female,23,None
150,0:28:20,Die waren echt twee jaar jonger maar die waren toen wel afgeschrikt.,,,,,,Domain theory,T.,Female,21,None
151,0:28:23,,"Bij mij was dat wel echt andersom. Ik was echt zo verlegen op de basisschool, en op de middelbare school boeide me het allemaal niet zo meer. En toen ben ik wel zeker voor mezelf en de anderen opgekomen.",,,,,Domain theory,R.,Female,23,None
152,0:28:40,Maar wat daar dan veranderd is? Wat kreeg je dan meer. Want dan was je wel echt de verdediger.,,,,,,Domain theory,T.,Female,21,None
153,0:28:43,Dan is het inderdaad zelfverzekerdheid en,,,,,,Domain theory,T.,Female,21,None
154,0:28:44,,,,,,,Domain theory,R.,Female,23,None
155,0:28:45,,Ja absoluut zelfverzekerdheid en gewoon ik had ook zoiets van jammer dan als ze me niet mogen.,,,,,Domain theory,R.,Female,23,None
156,0:28:55,"Maar ook gewoon jezelf zijn inderdaad, je eigen identiteit. Maakt niet uit wat ze van me denken.",,,,,,Domain theory,T.,Female,21,None
157,0:29:05,,Maar ik werd eigenlijk zolang ik me al kan herinneren raar gevonden. Dus misschien is dat niet bij iedereen zo.,,,,,Domain theory,R.,Female,23,None
158,0:29:17,,"Ik was gewoon heel verlegen, mijn vader heeft me niet voor niets op karate gezet toen ik zeven was. Dat heeft heel erg geholpen. Meer weerbaarheid.",,,,,Domain theory,R.,Female,23,None
159,0:29:30,"Ok, en dan hebben we nog de onwetenden.",,,,,,Domain theory,T.,Female,21,None
160,0:29:33,,Daar weet ik niet zoveel van. Alhoewel..,,,,,Domain theory,R.,Female,23,None
161,0:29:40,"Ik denk dat die gewoon meer in hun eigen wereldje zitten, tenminste of het gewoon..",,,,,,Domain theory,T.,Female,21,None
162,0:29:46,,"Ik heb een paar onwetenden in mijn vriendengroep uit Zwolle zitten van de middelbare school. Die nog steeds wel eens in gesprekken vijf jaar later, dat kwam afgelopen weekend toevallig nog weer langs, van ja weet je nog dat die en die zei dat ik haar pestte. En dat ik dan zo zit van ja ik kan me wel voorstellen dat dat zo voelde maar...",,,,,Domain theory,R.,Female,23,None
163,0:30:12,,Ik ben er nu ook een keer tegen ingegaan en daarna was iedereen stil.,,,,,Domain theory,R.,Female,23,None
164,0:30:20,Gewoon een soort van…,,,,,,Domain theory,T.,Female,21,None
165,0:30:24,,hele harde ontkenning van jezelf ook wel.,,,,,Domain theory,R.,Female,23,None
166,0:30:25,,,,,,,Domain theory,R.,Female,23,None
167,0:30:26,"Ontkenning, maar misschien ook gewoon het écht niet zien.",,,,,,Domain theory,T.,Female,21,None
168,0:30:30,,Dat je gewoon bezig bent met jezelf. Want dat zijn heel veel kinderen ook hoor. Denk dat ik dat zelf ook wel heb gehad dat ik zo in mijn eigen wereld zat dat ik niet door had wat er in de rest van de klas gebeurde. Gewoon een beetje aan het dromen over vlinders ofzo.,,,,,Domain theory,R.,Female,23,None
169,0:30:48,"Ja inderdaad, als je daar niet uitkomt.",,,,,,Domain theory,T.,Female,21,None
170,0:30:51,Dus we hebben soort van allemaal is wel met zichzelf bezig.,,,,,,Domain theory,T.,Female,21,None
171,0:31:00,,Ik denk dat kinderen vrij egoïstisch zijn maar dat is logisch want ze zijn in ontwikkeling.,,,,,Domain theory,R.,Female,23,None
172,0:31:23,,Zullen we iets markeren ofzo? Onderstrepen?,,,,,Domain theory,R.,Female,23,None
173,0:31:35,,Ik denk dat onzekerheid sowieso ééntje is die in allemaal voorkomt. Boven onwetend misschien.,,,,,Domain theory,R.,Female,23,None
174,0:31:49,Onbekend denk ik ook wel. Dat is bij slachtoffer een ding.,,,,,,Domain theory,T.,Female,21,None
175,0:32:04,Ja angst is ook wel iets…,,,,,,Domain theory,T.,Female,21,None
176,0:32:08,,En het nieuwsgierige van grenzen ontdekken. Wat ook wel overal het geval is.,,,,,Domain theory,R.,Female,23,None
177,0:32:13,Dat zal ik er nog wel bij zetten.,,,,,,Domain theory,T.,Female,21,None
178,0:32:14,,Want die hebben we denk ik overal wel opgeschreven.,,,,,Domain theory,R.,Female,23,None
179,0:32:25,Ook wel eigen identeit.,,,,,,Domain theory,T.,Female,21,None
180,0:32:39,,"Dat je vooral met jezelf begint bent, die geldt voor allemaal wel denk ik, behalve de verdediger.",,,,,Domain theory,R.,Female,23,None
181,0:32:55,Even kijken. Nu moeten we eigenlijk iets vinden wat soort van die nieuwsgierigheid stimuleert.,,,,,,Domain theory,T.,Female,21,None
182,0:33:08,Dus we willen nieuwsgierigheid stimuleren,,,,,,Domain theory,T.,Female,21,None
183,0:33:14,,Dat is zeker waar,,,,,Domain theory,R.,Female,23,None
184,0:33:18,"Onbekendheid verminderen, dus meer bekendheid.",,,,,,Domain theory,T.,Female,21,None
185,0:33:20,,Ja,,,,,Domain theory,R.,Female,23,None
186,0:33:27,,Zelfverzekerdheid verhogen? En misschien ook zelfkennis verhogen.,,,,,Domain theory,R.,Female,23,None
187,0:33:35,,Als we dit allemaal in één ding kunnen doen…,,,,,Domain theory,R.,Female,23,None
188,0:34:02,"Ja dus het is ook wel identeit, een beetje wel.",,,,,,Domain theory,T.,Female,21,None
189,0:34:04,,Ja,,,,,Domain theory,R.,Female,23,None
